"resourceID","relatedResourceID","relationshipOfResource"
"ea0a7c7653f492322f9a6c9fbbae7b01","fa44f5191e69bc8075cb2ef933225eb8","nectaring"
"bd51d503d9c5150f73c7faec0ca12ce6","a5a9a5f9925e50dec904734e0d3d71ce","nectaring"
"1d3f795cc7d5c0c73f59235d03cabed2","d4e6b1d77aaae8740c248f33b229e009","resting"
"f0c270a6421ec92021f06c83a3041f84","4eda7d6eaa60678fa62b08224dcac5c8","nectaring"
"5abde407bb96cf92e4a8fa3a3f84a935","d4e6b1d77aaae8740c248f33b229e009","resting"
"c44df3c6a0852b556ee6a6a1731b7d75","d4e6b1d77aaae8740c248f33b229e009","resting"
"58c6cde21a4e69b58e9462e4221641a9","ac2ed5c4664d925cf02b16baaead8079","nectaring"
"a98d6d73f5ed68dd7ea04623de264dfc","f92b8eb613f5c38bb0a43190972680e7","nectaring"
"4b7d33797819cba8ce0f8bd39425fab5","f23a5d104de881680199f8fd4ae849b8","resting"
"df3b72543a684d1450054fef1ed018cb","d432158d59355d48b812317241a19944","resting"
"66e6486511a5400f0185f3586d626686","e9d78dbcd3c377b070268aee0219dad6","resting"
"76642d682fb5fffdcc58df17988894fc","cc683588af82522ed18a2bf177c1bc4a","nectaring"
"7cf17d76fe13b747c7bffa3d4b647eb2","d2ea0384a55c0aed6c38168a854411ea","resting"
"8a2fbc49aff7b697e2faa48302fa2d30","d2ea0384a55c0aed6c38168a854411ea","resting"
"2dc6350c23bb7e4e32f1f5288616755b","5589f8bc1e755b934c34ac55ad50fc72","resting"
"700fb973dceea07c3178154d9714484b","3ad2e6482a86cbb84a4f0e67b0c01955","resting"
"cb5f5e0654fc909fdf7277533963753f","5589f8bc1e755b934c34ac55ad50fc72","resting"
"c3e64c40f9c1e3c18c942df2f3c84c7e","3ad2e6482a86cbb84a4f0e67b0c01955","resting"
"32e499681383c0ebc08b0059baa23513","bdc9bbafbb35c860df81b6e631af7151","nectaring"
"00417c027a228ee5ebbe369e9745ff0d","bdc9bbafbb35c860df81b6e631af7151","nectaring"
"3e3873702cbceb5bc51f9ec0434887e2","761c0255a83c99e3de36f3a6dbb1d049","resting"
"3e74b13b9a455e7a365b8602de9136ca","7aa076901c4931e542bb49f91fa0f7c2","resting"
"5975fa7e463fd8ddfb4111f668a840d6","21038d91e46034d4098a525f83489a13","resting"
"f092924a0c7339129c6c6e4b9cf36c17","bbfd4a12d913a2f94d40ca933839ce0d","resting"
"9e2c9d9c3e6b013a8ffa392b404d27cd","b6d5546c1e766044fb37bb9eedf7d35a","nectaring"
"2cfc7b2b06732c38fcd3972f40e40aeb","479bc03f331a6d74a148c246f7558673","nectaring"
"4b40dfb6a3babab3b3d982a5f68b1fc5","305d0c86372d0b82c84dc7c1cfd0ae7d","resting"
"31b3ef2e4f5e437b31c03c1ade656378","479bc03f331a6d74a148c246f7558673","nectaring"
"560d00f97f00f4713f754a7d20a40085","8b439a76888ffbdf530ec244b4da9c98","nectaring"
"e1d1f5d1641702c45e4eefe8551dcfb9","d6867ab7f0ee49d1ecfad3379cae0c84","resting"
"794b80373f4fec15e64bf719e2b269aa","20d0f14c898a6b63044a342b0146c6c8","resting"
"1c8d778edec1cec080a689be43402b8e","c2e85fe134f19ab606b8849955c1e4e6","nectaring"
"c49cc02695781903e1a46e3a92af9d47","c2e85fe134f19ab606b8849955c1e4e6","nectaring"
"4b7aa2cef8ef3e525a97f8a2109c8caa","d38bb4922bc821a0373b3a58c99d8edc","resting"
"7ee756aaf42031fcf7c4ddc18af5f15b","071d8404b3bc9a7ba67cee6cb38533b7","resting"
"44db434a2ef7343c0df735b3807a29be","071d8404b3bc9a7ba67cee6cb38533b7","resting"
"3c7e3aeab164947f5443571ee4c7d472","231ecf2ea0ac7ebcc016d34bbb43047b","nectaring"
"24ca95cc8dae46fd5b0f497a92452a85","0472c5f661471c86c9e52a9383593f03","resting"
"b6bf6adaba4044117fd331da1c316b88","85d72b5fe567c976e536f1ab6142362e","nectaring"
"733f256a3027456c456fa767090bbbd7","a283f19ffd509e2b560023f1670fcd03","nectaring"
"c660da8522b1d63096c0915b7afe266d","a283f19ffd509e2b560023f1670fcd03","resting"
"76fbf2f181ac494374c2bdeac7bce5c2","97202f78ac934e8a29483a9d843a2b15","resting"
"7db8457849b5cf836beab31c3eac5abb","1a0b882965015204addc69e1ecc686ff","nectaring"
"f5915048f4ca955e8a9f1bc2a5050234","4cc66fc345ea0c2a9c9858b6b2729761","nectaring"
"ad99141234871a8d7ea13cb8eeb55380","001c8624a0863c24a6628a94caa5e5cf","nectaring"
"80438066ba17cd0697ca0f35fea7dabd","d26b36d0d2f43bb79321e2cf02521177","nectaring"
"c5f662d62872c1d31fe6ccee8afc461c","8edfc816d537af85a0a7cf873777e438","nectaring"
"0d205ea7ba8b3eeafd2fb45f65287ebd","063be78b1930cd10f1e93e268f96c4e4","nectaring"
